5	5	0:01:54.754000
10	5	0:01:27.988000
15	5	0:01:27.395000
20	5	0:01:51.881000
25	5	0:02:04.097000
30	5	0:02:05.517000
35	5	0:01:57.651000
40	5	0:01:55.491000
45	5	0:01:52.822000
50	5	0:02:03.360000
55	5	0:02:00.615000
60	5	0:02:07.151000
65	5	0:01:45.604000
70	5	0:01:56.217000
75	5	0:01:54.044000
80	5	0:01:37.446000
85	5	0:01:39.376000
90	5	0:01:57.183000
95	5	0:01:56.019000
100	5	0:01:25.314000
105	5	0:01:56.474000
110	5	0:01:50.252000
115	5	0:01:53.037000
120	5	0:01:24.034000
125	5	0:01:20.638000
130	5	0:01:30.043000
135	5	0:01:48.090000
140	5	0:01:48.533000
145	5	0:01:52.798000
150	5	0:01:53.783000
155	5	0:01:54.336000
160	5	0:02:00.122000
165	5	0:01:54.146000
170	5	0:01:35.222000
175	5	0:01:47.679000
180	5	0:01:49.506000
185	5	0:01:49.190000
190	5	0:01:52.855000
195	5	0:01:50.754000
200	5	0:01:59.626000
205	5	0:01:54.866000
210	5	0:01:40.728000
215	5	0:01:48.477000
220	5	0:01:55.917000
225	5	0:01:25.028000
230	5	0:02:00.538000
235	5	0:01:59.926000
240	5	0:01:54.349000
245	5	0:01:56.005000
250	5	0:01:57.738000
255	5	0:01:57.114000
260	5	0:01:56.744000
265	5	0:01:20.222000
270	5	0:01:45.460000
275	5	0:01:24.005000
280	5	0:01:21.261000
285	5	0:01:39.053000
290	5	0:01:54.090000
295	5	0:01:59.371000
300	5	0:01:57.379000
305	5	0:01:17.175000
310	5	0:01:45.473000
315	5	0:01:48.969000
320	5	0:01:51.599000
325	5	0:01:32.614000
330	5	0:01:35.891000
335	5	0:01:33.163000
340	5	0:01:35.476000
345	5	0:01:55.513000
350	5	0:01:50.320000
355	5	0:01:53.583000
360	5	0:01:36.169000
365	5	0:01:31.082000
370	5	0:01:33.040000
375	5	0:01:21.871000
380	5	0:01:54.321000
385	5	0:01:47.646000
390	5	0:01:49.003000
395	5	0:01:53.043000
400	5	0:02:00.131000
405	5	0:01:37.829000
410	5	0:01:50.161000
415	5	0:01:48.057000
420	5	0:01:35.037000
425	5	0:01:35.459000
430	5	0:01:38.096000
435	5	0:01:40.564000
440	5	0:01:22.859000
445	5	0:01:16.155000
450	5	0:01:54.855000
455	5	0:01:22.960000
460	5	0:01:49.952000
465	5	0:01:50.487000
470	5	0:01:55.427000
475	5	0:01:39.124000
480	5	0:02:02.884000
485	5	0:01:54.375000
490	5	0:02:31.511000
495	5	0:02:00.074000
500	5	0:01:58.142000
505	5	0:01:02.905000
510	5	0:01:49.653000
515	5	0:01:58.249000
520	5	0:01:37.065000
525	5	0:02:04.714000
530	5	0:01:43.076000
535	5	0:01:59.571000
540	5	0:01:51.939000
545	5	0:01:38.835000
550	5	0:01:52.862000
555	5	0:01:55.871000
560	5	0:01:57.752000
565	5	0:01:40.423000
570	5	0:01:24.486000
575	5	0:01:39.388000
580	5	0:01:52.145000
585	5	0:01:28.066000
590	5	0:02:12.578000
595	5	0:01:55.472000
600	5	0:02:05.308000
605	5	0:01:41.302000
610	5	0:01:59.156000
615	5	0:01:01.137000
620	5	0:01:48.210000
625	5	0:01:21.009000
630	5	0:01:57.959000
635	5	0:01:42.765000
640	5	0:01:27.529000
645	5	0:01:40.441000
650	5	0:01:55.927000
655	5	0:01:39.552000
660	5	0:02:01.443000
665	5	0:01:53.724000
670	5	0:01:38.329000
675	5	0:01:42.888000
680	5	0:02:04.796000
685	5	0:01:40.721000
690	5	0:01:57.188000
695	5	0:01:19.351000
700	5	0:01:33.739000
705	5	0:01:56.185000
710	5	0:01:51.272000
715	5	0:01:20.835000
720	5	0:02:08.033000
725	5	0:01:55.414000
730	5	0:01:59.303000
735	5	0:02:01.717000
740	5	0:01:33.492000
745	5	0:01:51.506000
750	5	0:01:55.290000
755	5	0:01:34.455000
760	5	0:01:50.360000
765	5	0:01:47.189000
770	5	0:01:17.820000
775	5	0:01:34.353000
780	5	0:01:50.713000
785	5	0:01:46.871000
790	5	0:01:55.200000
795	5	0:01:59.549000
800	5	0:01:56.594000
805	5	0:01:54.901000
810	5	0:01:42.370000
815	5	0:02:11.471000
820	5	0:02:02.462000
825	5	0:02:34.326000
830	5	0:02:21.577000
835	5	0:03:09.088000
840	5	0:02:38.030000
845	5	0:01:49.100000
850	5	0:03:24.614000
855	5	0:03:27.522000
860	5	0:03:23.789000
865	5	0:03:00.908000
870	5	0:03:35.615000
875	5	0:03:30.094000
880	5	0:03:08.166000
885	5	0:03:55.929000
890	5	0:03:16.301000
895	5	0:03:33.980000
900	5	0:03:53.641000
905	5	0:03:12.674000
910	5	0:02:50.162000
915	5	0:03:10.273000
920	5	0:03:06.737000
925	5	0:02:56.989000
930	5	0:02:16.622000
935	5	0:02:34.086000
940	5	0:01:32.058000
945	5	0:02:40.824000
950	5	0:02:29.418000
955	5	0:02:13.122000
960	5	0:01:53.758000
965	5	0:02:07.177000
970	5	0:01:15.725000
975	5	0:02:17.551000
980	5	0:02:16.205000
985	5	0:02:11.961000
990	5	0:01:50.706000
995	5	0:02:03.982000
1000	5	0:01:58.082000
1005	5	0:01:55.255000
1010	5	0:01:33.197000
1015	5	0:01:40.065000
1020	5	0:01:38.565000
