20	85201	0	0	0	0	0	0	0	0	0	0	0	0	
25	105419	0	0	0	0	0	0	0	0	0	0	0	0	
30	124549	0	0	0	0	0	0	0	0	0	0	0	0	
35	143962	0	0	0	0	0	0	0	0	0	0	0	0	
40	164880	0	0	0	0	0	0	0	0	0	0	0	0	
45	185384	0	0	0	0	0	0	0	0	0	0	0	0	
50	206317	0	0	0	0	0	0	0	0	0	0	0	0	
55	228836	0	0	0	0	0	0	0	0	0	0	0	0	
60	250454	0	0	0	0	0	0	0	0	0	0	0	0	
65	268279	0	0	0	0	0	0	0	0	0	0	0	0	
70	289299	0	0	0	0	0	0	0	0	0	0	0	0	
75	309959	0	0	0	0	0	0	0	0	0	0	0	0	
80	325418	0	0	0	0	0	0	0	0	0	0	0	0	
85	342423	0	0	1	0	0	0	0	0	0	0	0	0	
90	363928	0	0	1	0	0	0	0	0	0	0	0	0	
95	385953	0	0	1	0	0	0	0	0	0	0	0	0	
100	400303	0	0	1	0	0	0	0	0	0	0	0	0	
105	422750	0	0	1	0	0	0	0	0	0	0	0	0	
110	442411	0	0	1	0	0	0	0	0	0	0	0	0	
115	462600	0	0	1	0	0	0	0	0	0	0	0	0	
120	476593	0	0	2	0	0	0	0	0	0	0	0	0	
125	488721	0	0	2	0	0	0	0	0	0	0	0	0	
130	503619	0	0	3	0	0	0	0	0	0	0	0	0	
135	522727	0	0	3	0	0	0	0	0	0	0	0	0	
140	542561	0	0	3	0	0	0	0	0	0	0	0	0	
145	562973	0	0	3	0	0	0	0	0	0	0	0	0	
150	584374	0	0	3	0	0	0	0	0	0	0	0	0	
155	605807	0	0	3	0	0	0	0	0	0	0	0	0	
160	626921	0	0	3	0	0	0	0	0	0	0	0	0	
165	647219	0	0	3	0	0	0	0	0	0	0	0	0	
170	663563	0	0	3	0	0	0	0	0	0	0	0	0	
175	683421	0	0	3	0	0	0	0	0	0	0	0	0	
180	703914	0	0	3	0	0	0	0	0	0	0	0	0	
185	723464	0	0	3	0	0	0	0	0	0	0	0	0	
190	745430	0	0	3	0	0	0	0	0	0	0	0	0	
195	765597	0	0	3	0	0	0	0	0	0	0	0	0	
200	786502	0	0	3	0	0	0	0	0	0	0	0	0	
205	806578	0	0	3	0	0	0	0	0	0	0	0	0	
210	823143	0	0	3	0	0	0	0	0	0	0	0	0	
215	842553	0	0	3	0	0	0	0	0	0	0	0	0	
220	863541	0	0	3	0	0	0	0	0	0	0	0	0	
225	876110	0	0	3	0	0	0	0	0	0	0	0	0	
230	896663	0	0	3	0	0	0	0	0	0	0	0	0	
235	916768	0	0	3	0	0	0	0	0	0	0	0	0	
240	936270	0	0	3	0	0	0	0	0	0	0	0	0	
245	957677	0	0	3	0	0	0	0	0	0	0	0	0	
250	979581	0	0	3	0	0	0	0	0	0	0	0	0	
255	1000432	0	0	3	0	0	0	0	0	0	0	0	0	
260	1021151	0	0	3	0	0	0	0	0	0	0	0	0	
265	1033376	0	0	3	0	0	0	0	0	0	0	0	0	
270	1049734	0	0	3	0	0	0	0	0	0	0	0	0	
275	1062041	0	0	3	0	0	0	0	0	0	0	0	0	
280	1074147	0	0	3	0	0	0	0	0	0	0	0	0	
285	1090976	0	0	4	0	0	0	0	0	0	0	0	0	
290	1112883	0	0	4	0	0	0	0	0	0	0	0	0	
295	1133624	0	0	4	0	0	0	0	0	0	0	0	0	
300	1153596	0	0	4	0	0	0	0	0	0	0	0	0	
305	1165918	0	0	4	0	0	0	0	0	0	0	0	0	
310	1184473	0	0	4	0	0	0	0	0	0	0	0	0	
315	1204878	0	0	4	0	0	0	0	0	0	0	0	0	
320	1226116	0	0	4	0	0	0	0	0	0	0	0	0	
325	1241491	0	0	4	0	0	0	0	0	0	0	0	0	
330	1258097	0	0	4	0	0	0	0	0	0	0	0	0	
335	1273941	0	0	4	0	0	0	0	0	0	0	0	0	
340	1289587	0	0	5	0	0	0	0	0	0	0	0	0	
345	1310614	0	0	5	0	0	0	0	0	0	0	0	0	
350	1330301	0	0	5	0	0	0	0	0	0	0	0	0	
355	1352168	0	0	5	0	0	0	0	0	0	0	0	0	
360	1368876	0	0	5	0	0	0	0	0	0	0	0	0	
