1	1.9883
2	3.7449
3	5.4154
4	6.9589
5	8.3443
6	9.6015
7	10.7408
8	11.7778
9	12.7577
10	13.5982
11	14.3546
12	14.9968
13	15.5258
14	15.9903
15	16.4075
16	16.7633
17	17.1297
18	17.4771
19	17.7686
20	18.0139
21	18.1930
22	18.3309
23	18.4322
24	18.5460
25	18.6534
26	18.7454
27	18.8181
28	18.9002
29	19.0198
30	19.1161
31	19.2550
32	19.4143
33	19.5359
34	19.6209
35	19.6845
36	19.7457
37	19.7545
38	19.7790
39	19.7581
40	19.7768
41	19.7938
42	19.7995
43	19.8294
44	19.8286
45	19.9059
46	19.9779
47	20.1262
48	20.2339
49	20.3023
50	20.4044
51	20.5381
52	20.7037
53	20.8829
54	21.1015
55	21.2833
56	21.5295
57	21.7397
58	21.9872
59	22.2465
60	22.4851
61	22.7691
62	23.1285
63	23.4266
64	23.7695
65	24.1135
66	24.6507
67	25.2060
68	25.7487
69	26.4079
70	27.1030
71	27.7746
72	28.7354
73	29.8780
74	31.1614
75	32.7048
76	34.4041
77	36.4124
78	38.8906
